stats,fit,fit_clim,fore,fore_clim,change,type,roi
nRMSE,0.0813918082395172,0.07663905196993936,0.10059297487688844,0.11683669180695279,0.019201166637371245,DB,uwmfieldsta_DB_1000
corr,0.9651600846799876,0.9659701369309251,0.9305554336165442,0.9319771087190679,-0.03460465106344335,GR,uwmfieldsta_GR_1000
R2,0.9315339890594807,0.9330983054423504,0.8659334150332746,0.8685813311763533,-0.06560057402620612,GR,uwmfieldsta_GR_1000
RMSE,0.009373324700421095,0.009223086721039416,0.012989321960997996,0.01262307752567651,0.0036159972605769013,GR,uwmfieldsta_GR_1000
nRMSE,0.08783429570468437,0.08642646576932622,0.12171859853253494,0.1182866442302608,0.03388430282785057,GR,uwmfieldsta_GR_1000
corr,0.8731476537045983,0.8866672792026407,0.9296117193844532,0.7802193650216557,0.05646406567985485,GR,vaira_GR_1000
R2,0.7623868251698451,0.7861788640086137,0.8641779488169193,0.6087422575547956,0.10179112364707421,GR,vaira_GR_1000
RMSE,0.014388899278950004,0.012950242309896828,0.013395043950450226,0.01907668232084213,-9.938553284997778e-4,GR,vaira_GR_1000
nRMSE,0.14612321677397422,0.13151326085747925,0.13603034345594375,0.1937289386808517,-0.010092873318030465,GR,vaira_GR_1000
corr,0.9768145775327518,0.9775746364202326,0.9721023044111105,0.9755350894007507,-0.004712273121641353,DB,willowcreek_DB_1000
R2,0.9541667188804883,0.9556521697721497,0.9449828902413911,0.9516687106521309,-0.009183828639097169,DB,willowcreek_DB_1000
RMSE,0.009487755854999445,0.009282777731020798,0.010647091106128225,0.010125533243519402,0.0011593352511287802,DB,willowcreek_DB_1000
nRMSE,0.0756116979199828,0.07397814576841565,0.08485090138769702,0.08069439945425087,0.009239203467714216,DB,willowcreek_DB_1000
corr,0.639246870701784,0.721214569286461,-0.024949462798352338,-0.03898403855739995,-0.6641963335001363,EN,windriverunderstory_EN_1000
R2,0.4086365617020232,0.5201504549510554,6.22475693926363e-4,0.0015197552622448684,-0.40801408600809685,EN,windriverunderstory_EN_1000
RMSE,0.007471769923971322,0.006589686299486571,0.011215899896841894,0.011979018640867454,0.003744129972870572,EN,windriverunderstory_EN_1000
nRMSE,0.19315383822276727,0.17035096294203028,0.28994390033973244,0.30967139676000904,0.09679006211696517,EN,windriverunderstory_EN_1000
corr,0.9617018560011432,0.9687830915476441,0.9583190538820866,0.8893627081484038,-0.003382802119056616,DB,worcester_DB_1000
R2,0.9248704598360435,0.9385406784686109,0.9183754090334577,0.7909660266450629,-0.006495050802585833,DB,worcester_DB_1000
RMSE,0.007433401703101354,0.006657977662678844,0.007175049415717478,0.01231565202257723,-2.5835228738387613e-4,DB,worcester_DB_1000
nRMSE,0.09439989463419451,0.08455245861009723,0.0911189702765931,0.156401644861684,-0.0032809243576014113,DB,worcester_DB_1000
corr,0.9851316145979214,0.9864429258079537,0.9531104312648745,0.9643130764186602,-0.03202118333304693,DB,bbc1_DB_1000
R2,0.9704842980803077,0.9730696458765561,0.9084194941859152,0.9298997093520206,-0.062064803894392506,DB,bbc1_DB_1000
RMSE,0.008244460114474206,0.007853313118695757,0.014780698576695317,0.012851927402754312,0.00653623846222111,DB,bbc1_DB_1000
nRMSE,0.059657733324222174,0.05682735476204635,0.10695460488505686,0.09299782484843493,0.04729687156083468,DB,bbc1_DB_1000
corr,0.9829771120177745,0.9853077150327632,0.9646721709630127,0.9678717049374581,-0.01830494105476177,DB,bbc2_DB_1000
R2,0.9662440027508044,0.9708312933030849,0.930592397430492,0.936775637218542,-0.03565160532031231,DB,bbc2_DB_1000
RMSE,0.010744292750119445,0.009983737880743498,0.015592919785818447,0.015093748299399138,0.004848627035699002,DB,bbc2_DB_1000
nRMSE,0.0654876254075765,0.06085196128840527,0.09504053116318097,0.09199802700985664,0.029552905755604472,DB,bbc2_DB_1000
corr,0.9889497594906088,0.9906367558940735,0.9683100988562161,0.9720672619517424,-0.02063966063439271,DB,bbc5_DB_1000
R2,0.978021626796533,0.9813611821283342,0.9376244475469351,0.9449147617583574,-0.04039717924959796,DB,bbc5_DB_1000
RMSE,0.005043683524896733,0.004639762404989313,0.009867822104126192,0.010340915519141838,0.004824138579229459,DB,bbc5_DB_1000
nRMSE,0.056430454944790966,0.05191124741607279,0.11040456600843263,0.11569769681430814,0.05397411106364166,DB,bbc5_DB_1000
corr,0.9875270482749221,0.9897770257366355,0.971845044978155,0.9752626251697777,-0.015682003296767055,DB,bbc7_DB_1000
R2,0.9752096710745803,0.9796585606760604,0.9444827914485923,0.9511371880530463,-0.03072687962598808,DB,bbc7_DB_1000
RMSE,0.006752715047391628,0.00604014580955835,0.01037140359156586,0.010421999893210033,0.003618688544174232,DB,bbc7_DB_1000
nRMSE,0.055617955707951236,0.049748961676584796,0.08542286495678668,0.08583959553760968,0.029804909248835443,DB,bbc7_DB_1000
corr,0.9488056183799646,0.9578939434701393,0.9459914063146021,0.9360701608138292,-0.002814212065362476,DB,hubbardbrooksfws_DB_3000
R2,0.900232101469387,0.9175608069367748,0.8948997408210786,0.876227345966028,-0.005332360648308443,DB,hubbardbrooksfws_DB_3000
RMSE,0.007053862299672922,0.006332657320554144,0.007906961406255861,0.008018418613287958,8.53099106582939e-4,DB,hubbardbrooksfws_DB_3000
nRMSE,0.10868314715302718,0.09757110334736677,0.12182736400868777,0.12354465299428315,0.013144216855660584,DB,hubbardbrooksfws_DB_3000
corr,0.9601222462802566,0.9620179769115559,0.5577202183913347,0.46529180501111395,-0.4024020278889219,AG,kelloggcorn2_AG_1000
R2,0.9218347278022457,0.9254785879010029,0.3110518420024781,0.21649646381050047,-0.6107828857997677,AG,kelloggcorn2_AG_1000
RMSE,0.011595220386440607,0.011276237306462945,0.041992654048145034,0.04945107448888718,0.03039743366170443,AG,kelloggcorn2_AG_1000
nRMSE,0.07531919359939075,0.07324717189087171,0.27277211942457774,0.32121985861363467,0.19745292582518698,AG,kelloggcorn2_AG_1000
corr,0.7162693633387222,0.8011574729912996,0.5690544486026983,0.5111475784124897,-0.14721491473602388,AG,kelloggcornsoy_AG_1000
R2,0.5130418008576584,0.641853296529805,0.323822965474521,0.2612718469169523,-0.18921883538313738,AG,kelloggcornsoy_AG_1000
RMSE,0.028353344137269147,0.02424756676425424,0.04987386065071374,0.05896360398509194,0.021520516513444592,AG,kelloggcornsoy_AG_1000
nRMSE,0.18850954827714708,0.16121194859485025,0.3315904782372861,0.3920243869015739,0.14308092996013902,AG,kelloggcornsoy_AG_1000
corr,0.6519272331709086,0.6876882510168815,0.7872094367777731,0.6341649534485976,0.1352822036068645,AG,kelloggcornsoy2_AG_1000
R2,0.4250091173498763,0.4729151305866572,0.6196986973519788,0.40216518818246205,0.1946895800021025,AG,kelloggcornsoy2_AG_1000
RMSE,0.02116500144132651,0.02015451016993612,0.06114228936199672,0.061690517083922015,0.03997728792067021,AG,kelloggcornsoy2_AG_1000
nRMSE,0.12059091218815089,0.1148334798292191,0.348367774406962,0.35149138775785527,0.2277768622188111,AG,kelloggcornsoy2_AG_1000
corr,0.8469424470979886,0.8798602067565122,0.8470156940881252,0.7932377396342614,7.324699013655511e-5,AG,kelloggmiscanthus_AG_1000
R2,0.7173115086963294,0.7741539834336124,0.7174355860315884,0.6292261115800724,1.2407733525898745e-4,AG,kelloggmiscanthus_AG_1000
RMSE,0.01967753063659947,0.017565470198164367,0.02405435333598192,0.027305644980213786,0.00437682269938245,AG,kelloggmiscanthus_AG_1000
nRMSE,0.14930945678151047,0.13328353347963418,0.18251997652316396,0.20719017514735555,0.03321051974165348,AG,kelloggmiscanthus_AG_1000
corr,0.9844192545298043,0.9870827904585562,0.9786123796937477,0.9588515366207734,-0.005806874836056575,DB,marcell_DB_1000
R2,0.9690812686890155,0.97433243521945,0.95768218968986,0.9193962692800184,-0.011399078999155488,DB,marcell_DB_1000
RMSE,0.004455992958273309,0.004059183967732738,0.00584994555964176,0.008920675190907525,0.0013939526013684502,DB,marcell_DB_1000
nRMSE,0.05806307930617782,0.05289252537960933,0.07622674814502452,0.11623938276487449,0.018163668838846694,DB,marcell_DB_1000
corr,0.35713566977940975,0.5692803618125531,0.4505585686861469,0.7439131712894849,0.09342289890673716,WL,mayberry_WL_1000
R2,0.12754588662878766,0.32408013034543154,0.20300302381650956,0.5534068064179785,0.0754571371877219,WL,mayberry_WL_1000
RMSE,0.025847955535841016,0.02201749514067242,0.021208183898027862,0.014274408665280652,-0.004639771637813154,WL,mayberry_WL_1000
nRMSE,0.2955724156619004,0.251770946314457,0.2425164395632714,0.1632284396919475,-0.053055976098629,WL,mayberry_WL_1000
corr,0.9206518818533642,0.9301676105185313,0.9146132821232873,0.9029962770640194,-0.006038599730076921,EN,turkeypointenf02_EN_1000
R2,0.847599887560141,0.8652117836577541,0.836517455836332,0.8154022763914793,-0.011082431723809072,EN,turkeypointenf02_EN_1000
RMSE,0.006161062058888586,0.005778473881772011,0.007410018392992172,0.007471395692025765,0.0012489563341035858,EN,turkeypointenf02_EN_1000
nRMSE,0.11559324306773221,0.10841516115108055,0.13902603951241907,0.14017759438692245,0.023432796444686863,EN,turkeypointenf02_EN_1000
corr,0.9457428353882902,0.9534843178931856,0.9386847170743088,0.930979678232153,-0.0070581183139813986,WL,westpond_WL_1000
R2,0.8944295106882826,0.9091323444682331,0.8811289980688753,0.8667231612812432,-0.013300512619407234,WL,westpond_WL_1000
RMSE,0.009891843010345342,0.008501719653640124,0.009421685179036281,0.011370650715116013,-0.00047015783130906035,WL,westpond_WL_1000
nRMSE,0.11955730955942276,0.10275564698657656,0.11387476836656149,0.13743085146189923,-0.005682541192861268,WL,westpond_WL_1000
corr,0.8075210795814877,0.8536127655685082,0.7689585484246441,0.7280108141363665,-0.038562531156843605,DB,witnesstree_DB_1000
R2,0.6520902939684512,0.728654753541517,0.591297249195335,0.5299997454994954,-0.0607930447731162,DB,witnesstree_DB_1000
RMSE,0.010968421585798766,0.00966114692930611,0.010801027882612927,0.011503615574754452,-1.6739370318583947e-4,DB,witnesstree_DB_1000
nRMSE,0.1628515986592695,0.14344208143463844,0.16036625179727396,0.1707977918295895,-0.00248534686199553,DB,witnesstree_DB_1000
corr,0.8803297245414484,0.8738453247055961,0.821924120343609,0.8303314846106329,-0.05840560419783947,GR,ahwahnee_GR_3000
R2,0.7749804239112225,0.7636056515098286,0.6755592596026153,0.6894503743356977,-0.09942116430860715,GR,ahwahnee_GR_3000
RMSE,0.0110510431249987,0.011281974441258606,0.013953768803475496,0.013311486632635067,0.0029027256784767957,GR,ahwahnee_GR_3000
nRMSE,0.1437590166120134,0.1467631184470106,0.18151952340872474,0.1731643073243191,0.037760506796711335,GR,ahwahnee_GR_3000
corr,0.9352953151154191,0.9641360693608194,0.9168354660273649,0.9174611046592864,-0.018459849088054203,DB,boundarywaters_DB_4000
R2,0.8747773264768511,0.9295583602425308,0.8405872717656153,0.8417348785626381,-0.03419005471123582,DB,boundarywaters_DB_4000
RMSE,0.00973368261502005,0.007256107455072735,0.009805686398973024,0.0101178428648672,7.200378395297476e-5,DB,boundarywaters_DB_4000
nRMSE,0.1220876568166374,0.09101192137008461,0.12299078604453981,0.1269061028869417,9.031292279024078e-4,DB,boundarywaters_DB_4000
corr,0.6857339751562006,0.7130707777604048,0.7633624059895798,0.7557055740231172,0.077628430833379225,GR,glacier_GR_1000
R2,0.47023108468352476,0.5084699340958289,0.5827221628782001,0.571090914609609,0.11249107819467535,GR,glacier_GR_1000
RMSE,0.020038660728125858,0.019266937652791118,0.016889316211749227,0.016204211390386143,-0.003149344516376631,GR,glacier_GR_1000
nRMSE,0.24470814683623796,0.23528401783889108,0.20624897679451476,0.19788261271964316,-0.038459170041723195,GR,glacier_GR_1000
corr,0.1458955311341585,0.39503490359378585,-0.022711111539535197,0.092628650809009,-0.1686066426736937,EN,mineralking_EN_1000
R2,0.02128550600491821,0.1560525750573517,5.15794587361199e-4,0.00858006695069735,-0.020769711417557013,EN,mineralking_EN_1000
RMSE,0.013184313523836333,0.012027811347504278,0.008446618132312475,0.009236464167227777,-0.004737695391523859,EN,mineralking_EN_1000
nRMSE,0.27090312985609305,0.24714003755042904,0.17355589159843177,0.18978516000714593,-0.09734723825766128,EN,mineralking_EN_1000
corr,0.36756120665299385,0.4548337185396171,0.26347956141976064,0.19906063300044638,-0.10408164523323321,EN,parkridge_EN_1000
R2,0.1351012406362049,0.20687371152057574,0.06942147928594977,0.039625135610538424,-0.06567976135025513,EN,parkridge_EN_1000
RMSE,0.02200716249317237,0.020502188634787352,0.008871006129241254,0.010843659484997365,-0.013136156363931117,EN,parkridge_EN_1000
nRMSE,0.21595763204133633,0.20118923148802667,0.08705172591375553,0.1064094939894742,-0.1289059061275808,EN,parkridge_EN_1000
