site,lower,upper,range
359,0,830,830
360,0,830,830
361,0,830,830
362,0,830,830
363,0,830,830
364,0,830,830
365,0,830,830
366,0,830,830
367,0,830,830
368,0,830,830
369,0,830,830
370,0,830,830
371,0,830,830
372,0,830,830
373,0,830,830
374,0,830,830
375,0,830,830
376,0,830,830
377,0,830,830
378,0,830,830
379,0,830,830
380,0,830,830
381,0,830,830
382,0,830,830
383,0,830,830
384,0,830,830
385,0,830,830
386,0,830,830
387,0,830,830
388,0,830,830
389,0,830,830
390,0,830,830
391,0,830,830
392,0,830,830
393,0,830,830
394,0,830,830
395,0,830,830
396,0,830,830
397,0,830,830
398,0,830,830
399,0,830,830
400,0,830,830
401,0,830,830
402,0,830,830
403,0,830,830
404,0,830,830
405,0,830,830
406,0,830,830
407,0,830,830
408,0,830,830
409,0,830,830
410,0,830,830
411,0,830,830
412,0,830,830
413,0,830,830
414,0,830,830
415,0,830,830
416,0,830,830
417,0,830,830
418,0,830,830
419,0,830,830
420,0,830,830
421,0,830,830
422,0,830,830
423,0,830,830
424,0,830,830
425,0,830,830
426,0,830,830
427,0,830,830
428,0,830,830
429,0,830,830
430,0,830,830
431,0,830,830
432,0,830,830
433,0,830,830
434,0,830,830
435,0,830,830
436,0,830,830
437,0,830,830
438,0,830,830
439,0,830,830
440,0,830,830
441,0,830,830
442,0,830,830
443,0,830,830
444,0,830,830
445,0,830,830
446,0,830,830
447,0,830,830
448,0,830,830
449,0,830,830
450,0,830,830
451,0,830,830
452,0,830,830
453,0,830,830
454,0,830,830
455,0,830,830
456,0,830,830
457,0,830,830
458,0,830,830
459,0,830,830
460,0,830,830
461,0,830,830
462,0,830,830
463,0,830,830
464,0,830,830
465,0,830,830
466,0,830,830
467,0,830,830
468,0,830,830
469,0,830,830
470,0,830,830
471,0,830,830
472,0,830,830
473,0,830,830
474,0,830,830
475,0,830,830
476,0,830,830
477,0,830,830
478,0,830,830
479,0,830,830
480,0,830,830
481,0,830,830
482,0,830,830
483,0,830,830
484,0,830,830
485,0,830,830
486,0,830,830
487,0,830,830
488,0,830,830
489,0,830,830
490,0,830,830
491,0,830,830
492,0,830,830
493,0,830,830
494,0,830,830
495,0,830,830
496,0,830,830
497,0,830,830
498,0,830,830
499,0,830,830
500,0,830,830
501,0,830,830
502,0,830,830
503,0,830,830
504,0,830,830
505,0,830,830
506,0,830,830
507,0,830,830
508,0,830,830
509,0,830,830
510,0,830,830
511,0,830,830
512,0,830,830
513,0,830,830
514,0,830,830
515,0,830,830
516,0,830,830
517,0,830,830
518,0,830,830
519,0,830,830
520,0,830,830
521,0,830,830
522,0,830,830
523,0,830,830
524,0,830,830
525,0,830,830
526,0,830,830
527,0,830,830
528,0,830,830
529,0,830,830
530,0,830,830
531,0,830,830
532,0,830,830
533,0,830,830
534,0,830,830
535,0,830,830
536,0,830,830
537,0,830,830
538,0,830,830
539,0,830,830
540,0,830,830
541,0,830,830
542,0,830,830
543,0,830,830
544,0,830,830
545,0,830,830
546,0,830,830
547,0,830,830
548,0,830,830
549,0,830,830
550,0,830,830
551,0,830,830
552,0,830,830
553,0,830,830
554,0,830,830
555,0,830,830
556,0,830,830
557,0,830,830
558,0,830,830
559,0,830,830
560,0,830,830
561,0,830,830
562,0,830,830
563,0,830,830
564,0,830,830
565,0,830,830
566,0,830,830
567,0,830,830
568,0,830,830
569,0,830,830
570,0,830,830
571,0,830,830
572,0,830,830
573,0,830,830
574,0,830,830
575,0,830,830
576,0,830,830
577,0,830,830
578,0,830,830
579,0,830,830
580,0,830,830
581,0,830,830
582,0,830,830
583,0,830,830
584,0,830,830
585,0,830,830
586,0,830,830
587,0,830,830
588,0,830,830
589,0,830,830
590,0,830,830
591,0,830,830
592,0,830,830
593,0,830,830
594,0,830,830
595,0,830,830
596,0,830,830
597,0,830,830
598,0,830,830
599,0,830,830
600,0,830,830
601,0,830,830
602,0,830,830
603,0,830,830
604,0,830,830
605,0,830,830
606,0,830,830
607,0,830,830
608,0,830,830
609,0,830,830
610,0,830,830
611,0,830,830
612,0,830,830
613,0,830,830
614,0,830,830
615,0,830,830
616,0,830,830
617,0,830,830
618,0,830,830
619,0,830,830
620,0,830,830
621,0,830,830
622,0,830,830
623,0,830,830
624,0,830,830
625,0,830,830
626,0,830,830
627,0,830,830
628,0,830,830
629,0,830,830
630,0,830,830
631,0,830,830
632,0,830,830
633,0,830,830
634,0,830,830
635,0,830,830
636,0,830,830
637,0,830,830
638,0,830,830
639,0,830,830
640,0,830,830
641,0,830,830
642,0,830,830
643,0,830,830
644,0,830,830
645,0,830,830
646,0,830,830
647,0,830,830
648,0,830,830
649,0,830,830
650,0,830,830
651,0,830,830
652,0,830,830
653,0,830,830
654,0,830,830
655,0,830,830
656,0,830,830
657,0,830,830
658,0,830,830
659,0,830,830
660,0,830,830
661,0,830,830
662,0,830,830
663,0,830,830
664,0,830,830
665,0,830,830
666,0,830,830
667,0,830,830
668,0,830,830
669,0,830,830
670,0,830,830
671,0,830,830
672,0,830,830
673,0,830,830
674,0,830,830
675,0,830,830
676,0,830,830
677,0,830,830
678,0,830,830
679,0,830,830
680,0,830,830
681,0,830,830
682,0,830,830
683,0,830,830
684,0,830,830
685,0,830,830
686,0,830,830
687,0,830,830
688,0,830,830
689,0,830,830
690,0,830,830
691,0,830,830
692,0,830,830
693,0,830,830
694,0,830,830
695,0,830,830
696,0,830,830
697,0,830,830
698,0,830,830
699,0,830,830
700,0,830,830
701,0,830,830
702,0,830,830
703,0,830,830
704,0,830,830
705,0,830,830
706,0,830,830
707,0,830,830
708,0,830,830
709,0,830,830
710,0,830,830
711,0,830,830
712,0,830,830
713,0,830,830
714,0,830,830
715,0,830,830
716,0,830,830
717,0,830,830
718,0,830,830
719,0,830,830
720,0,830,830
721,0,830,830
722,0,830,830
723,0,830,830
724,0,830,830
725,0,830,830
726,0,830,830
727,0,830,830
728,0,830,830
729,0,830,830
730,0,830,830
731,0,830,830
732,0,830,830
733,0,830,830
734,0,830,830
735,0,830,830
736,0,830,830
737,0,830,830
738,0,830,830
739,0,830,830
740,0,830,830
741,0,830,830
742,0,830,830
743,0,830,830
744,0,830,830
745,0,830,830
746,0,830,830
747,0,830,830
748,0,830,830
749,0,830,830
750,0,830,830
751,0,830,830
752,0,830,830
753,0,830,830
754,0,830,830
755,0,830,830
756,0,830,830
757,0,830,830
758,0,830,830
759,0,830,830
760,0,830,830
761,0,830,830
762,0,830,830
763,0,830,830
764,0,830,830
765,0,830,830
766,0,830,830
767,0,830,830
768,0,830,830
769,0,830,830
770,0,830,830
771,0,830,830
772,0,830,830
773,0,830,830
774,0,830,830
775,0,830,830
776,0,830,830
777,0,830,830
778,0,830,830
779,0,830,830
780,0,830,830
781,0,830,830
782,0,830,830
783,0,830,830
784,0,830,830
785,0,830,830
786,0,830,830
787,0,830,830
788,0,830,830
789,0,830,830
790,0,830,830
791,0,830,830
