site,lower,upper,range
186,6.58,24.33,17.75
187,6.58,24.33,17.75
188,6.58,24.33,17.75
189,6.58,24.33,17.75
190,6.58,24.33,17.75
191,6.58,24.33,17.75
192,6.58,24.33,17.75
193,6.58,24.33,17.75
194,6.58,24.33,17.75
195,6.58,24.33,17.75
196,6.58,24.33,17.75
197,6.58,24.33,17.75
198,6.58,24.33,17.75
199,6.58,24.33,17.75
200,6.58,24.33,17.75
201,6.58,24.33,17.75
202,6.58,24.33,17.75
203,6.58,24.33,17.75
204,6.58,24.33,17.75
205,6.58,24.33,17.75
206,6.58,24.33,17.75
207,6.58,24.33,17.75
208,6.58,24.33,17.75
209,6.58,24.33,17.75
210,6.58,24.33,17.75
211,6.58,24.33,17.75
212,6.58,24.33,17.75
213,6.58,24.33,17.75
214,6.58,24.33,17.75
215,6.58,24.33,17.75
216,6.58,24.33,17.75
217,6.58,24.33,17.75
218,6.58,24.33,17.75
219,6.58,24.33,17.75
220,6.58,24.33,17.75
221,6.58,24.33,17.75
222,6.58,24.33,17.75
223,6.58,24.33,17.75
224,6.58,24.33,17.75
225,6.58,24.33,17.75
226,6.58,24.33,17.75
227,6.58,24.33,17.75
228,6.58,24.33,17.75
229,6.58,24.33,17.75
230,6.58,24.33,17.75
231,6.58,24.33,17.75
232,6.58,24.33,17.75
233,6.58,24.33,17.75
234,6.58,24.33,17.75
235,6.58,24.33,17.75
236,6.58,24.33,17.75
237,6.58,24.33,17.75
238,6.58,24.33,17.75
239,6.58,24.33,17.75
240,6.58,24.33,17.75
241,6.58,24.33,17.75
242,6.58,24.33,17.75
243,6.58,24.33,17.75
244,6.58,24.33,17.75
245,6.58,24.33,17.75
246,6.58,24.33,17.75
247,6.58,24.33,17.75
248,6.58,24.33,17.75
249,6.58,24.33,17.75
250,6.58,24.33,17.75
251,6.58,24.33,17.75
252,6.58,24.33,17.75
253,6.58,24.33,17.75
254,6.58,24.33,17.75
255,6.58,24.33,17.75
256,6.58,24.33,17.75
257,6.58,24.33,17.75
258,6.58,24.33,17.75
259,6.58,24.33,17.75
260,6.58,24.33,17.75
261,6.58,24.33,17.75
262,6.58,24.33,17.75
263,6.58,24.33,17.75
264,6.58,24.33,17.75
265,6.58,24.33,17.75
266,6.58,24.33,17.75
267,6.58,24.33,17.75
268,6.58,24.33,17.75
269,6.58,24.33,17.75
270,6.58,24.33,17.75
271,6.58,24.33,17.75
272,6.58,24.33,17.75
273,6.58,24.33,17.75
274,6.58,24.33,17.75
275,6.58,24.33,17.75
276,6.58,24.33,17.75
277,6.58,24.33,17.75
278,6.58,24.33,17.75
279,6.58,24.33,17.75
280,6.58,24.33,17.75
281,6.58,24.33,17.75
282,6.58,24.33,17.75
283,6.58,24.33,17.75
284,6.58,24.33,17.75
285,6.58,24.33,17.75
286,6.58,24.33,17.75
287,6.58,24.33,17.75
288,6.58,24.33,17.75
289,6.58,24.33,17.75
290,6.58,24.33,17.75
291,6.58,24.33,17.75
292,6.58,24.33,17.75
293,6.58,24.33,17.75
294,6.58,24.33,17.75
295,6.58,24.33,17.75
296,6.58,24.33,17.75
297,6.58,24.33,17.75
298,6.58,24.33,17.75
299,6.58,24.33,17.75
300,6.58,24.33,17.75
301,6.58,24.33,17.75
302,6.58,24.33,17.75
303,6.58,24.33,17.75
304,6.58,24.33,17.75
305,6.58,24.33,17.75
306,6.58,24.33,17.75
307,6.58,24.33,17.75
308,6.58,24.33,17.75
309,6.58,24.33,17.75
310,6.58,24.33,17.75
311,6.58,24.33,17.75
312,6.58,24.33,17.75
313,6.58,24.33,17.75
314,6.58,24.33,17.75
315,6.58,24.33,17.75
316,6.58,24.33,17.75
317,6.58,24.33,17.75
318,6.58,24.33,17.75
319,6.58,24.33,17.75
320,6.58,24.33,17.75
321,6.58,24.33,17.75
322,6.58,24.33,17.75
323,6.58,24.33,17.75
324,6.58,24.33,17.75
325,6.58,24.33,17.75
326,6.58,24.33,17.75
327,6.58,24.33,17.75
328,6.58,24.33,17.75
329,6.58,24.33,17.75
330,6.58,24.33,17.75
331,6.58,24.33,17.75
332,6.58,24.33,17.75
333,6.58,24.33,17.75
334,6.58,24.33,17.75
335,6.58,24.33,17.75
336,6.58,24.33,17.75
337,6.58,24.33,17.75
338,6.58,24.33,17.75
339,6.58,24.33,17.75
340,6.58,24.33,17.75
341,6.58,24.33,17.75
342,6.58,24.33,17.75
343,6.58,24.33,17.75
344,6.58,24.33,17.75
345,6.58,24.33,17.75
346,6.58,24.33,17.75
347,6.58,24.33,17.75
348,6.58,24.33,17.75
349,6.58,24.33,17.75
350,6.58,24.33,17.75
351,6.58,24.33,17.75
352,6.58,24.33,17.75
353,6.58,24.33,17.75
354,6.58,24.33,17.75
355,6.58,24.33,17.75
356,6.58,24.33,17.75
357,6.58,24.33,17.75
358,6.58,24.33,17.75
359,6.58,24.33,17.75
360,6.58,24.33,17.75
361,6.58,24.33,17.75
362,6.58,24.33,17.75
363,6.58,24.33,17.75
364,6.58,24.33,17.75
365,6.58,24.33,17.75
366,6.58,24.33,17.75
367,6.58,24.33,17.75
368,6.58,24.33,17.75
369,6.58,24.33,17.75
370,6.58,24.33,17.75
371,6.58,24.33,17.75
372,6.58,24.33,17.75
373,6.58,24.33,17.75
374,6.58,24.33,17.75
375,6.58,24.33,17.75
376,6.58,24.33,17.75
377,6.58,24.33,17.75
378,6.58,24.33,17.75
379,6.58,24.33,17.75
380,6.58,24.33,17.75
381,6.58,24.33,17.75
382,6.58,24.33,17.75
383,6.58,24.33,17.75
384,6.58,24.33,17.75
385,6.58,24.33,17.75
386,6.58,24.33,17.75
387,6.58,24.33,17.75
388,6.58,24.33,17.75
389,6.58,24.33,17.75
390,6.58,24.33,17.75
391,6.58,24.33,17.75
392,6.58,24.33,17.75
393,6.58,24.33,17.75
394,6.58,24.33,17.75
395,6.58,24.33,17.75
396,6.58,24.33,17.75
397,6.58,24.33,17.75
398,6.58,24.33,17.75
399,6.58,24.33,17.75
400,6.58,24.33,17.75
401,6.58,24.33,17.75
402,6.58,24.33,17.75
403,6.58,24.33,17.75
404,6.58,24.33,17.75
405,6.58,24.33,17.75
406,6.58,24.33,17.75
407,6.58,24.33,17.75
408,6.58,24.33,17.75
409,6.58,24.33,17.75
410,6.58,24.33,17.75
411,6.58,24.33,17.75
412,6.58,24.33,17.75
413,6.58,24.33,17.75
414,6.58,24.33,17.75
415,6.58,24.33,17.75
416,6.58,24.33,17.75
417,6.58,24.33,17.75
418,6.58,24.33,17.75
419,6.58,24.33,17.75
420,6.58,24.33,17.75
421,6.58,24.33,17.75
422,6.58,24.33,17.75
423,6.58,24.33,17.75
424,6.58,24.33,17.75
425,6.58,24.33,17.75
426,6.58,24.33,17.75
427,6.58,24.33,17.75
428,6.58,24.33,17.75
429,6.58,24.33,17.75
430,6.58,24.33,17.75
431,6.58,24.33,17.75
432,6.58,24.33,17.75
433,6.58,24.33,17.75
434,6.58,24.33,17.75
435,6.58,24.33,17.75
436,6.58,24.33,17.75
437,6.58,24.33,17.75
438,6.58,24.33,17.75
439,6.58,24.33,17.75
440,6.58,24.33,17.75
441,6.58,24.33,17.75
442,6.58,24.33,17.75
443,6.58,24.33,17.75
444,6.58,24.33,17.75
445,6.58,24.33,17.75
446,6.58,24.33,17.75
447,6.58,24.33,17.75
448,6.58,24.33,17.75
449,6.58,24.33,17.75
450,6.58,24.33,17.75
451,6.58,24.33,17.75
452,6.58,24.33,17.75
453,6.58,24.33,17.75
454,6.58,24.33,17.75
455,6.58,24.33,17.75
456,6.58,24.33,17.75
457,6.58,24.33,17.75
458,6.58,24.33,17.75
459,6.58,24.33,17.75
460,6.58,24.33,17.75
461,6.58,24.33,17.75
462,6.58,24.33,17.75
463,6.58,24.33,17.75
464,6.58,24.33,17.75
465,6.58,24.33,17.75
466,6.58,24.33,17.75
467,6.58,24.33,17.75
468,6.58,24.33,17.75
469,6.58,24.33,17.75
470,6.58,24.33,17.75
471,6.58,24.33,17.75
472,6.58,24.33,17.75
473,6.58,24.33,17.75
474,6.58,24.33,17.75
475,6.58,24.33,17.75
476,6.58,24.33,17.75
477,6.58,24.33,17.75
478,6.58,24.33,17.75
479,6.58,24.33,17.75
480,6.58,24.33,17.75
481,6.58,24.33,17.75
482,6.58,24.33,17.75
483,6.58,24.33,17.75
484,6.58,24.33,17.75
485,6.58,24.33,17.75
486,6.58,24.33,17.75
487,6.58,24.33,17.75
488,6.58,24.33,17.75
489,6.58,24.33,17.75
490,6.58,24.33,17.75
491,6.58,24.33,17.75
492,6.58,24.33,17.75
493,6.58,24.33,17.75
494,6.58,24.33,17.75
495,6.58,24.33,17.75
496,6.58,24.33,17.75
497,6.58,24.33,17.75
498,6.58,24.33,17.75
499,6.58,24.33,17.75
500,6.58,24.33,17.75
501,6.58,24.33,17.75
502,6.58,24.33,17.75
503,6.58,24.33,17.75
504,6.58,24.33,17.75
505,6.58,24.33,17.75
506,6.58,24.33,17.75
507,6.58,24.33,17.75
508,6.58,24.33,17.75
509,6.58,24.33,17.75
510,6.58,24.33,17.75
511,6.58,24.33,17.75
512,6.58,24.33,17.75
513,6.58,24.33,17.75
514,6.58,24.33,17.75
515,6.58,24.33,17.75
516,6.58,24.33,17.75
517,6.58,24.33,17.75
518,6.58,24.33,17.75
519,6.58,24.33,17.75
520,6.58,24.33,17.75
521,6.58,24.33,17.75
522,6.58,24.33,17.75
523,6.58,24.33,17.75
524,6.58,24.33,17.75
525,6.58,24.33,17.75
526,6.58,24.33,17.75
527,6.58,24.33,17.75
528,6.58,24.33,17.75
529,6.58,24.33,17.75
530,6.58,24.33,17.75
531,6.58,24.33,17.75
532,6.58,24.33,17.75
533,6.58,24.33,17.75
534,6.58,24.33,17.75
535,6.58,24.33,17.75
536,6.58,24.33,17.75
537,6.58,24.33,17.75
538,6.58,24.33,17.75
539,6.58,24.33,17.75
540,6.58,24.33,17.75
541,6.58,24.33,17.75
542,6.58,24.33,17.75
543,6.58,24.33,17.75
544,6.58,24.33,17.75
545,6.58,24.33,17.75
546,6.58,24.33,17.75
547,6.58,24.33,17.75
548,6.58,24.33,17.75
549,6.58,24.33,17.75
550,6.58,24.33,17.75
551,6.58,24.33,17.75
552,6.58,24.33,17.75
553,6.58,24.33,17.75
554,6.58,24.33,17.75
555,6.58,24.33,17.75
556,6.58,24.33,17.75
557,6.58,24.33,17.75
558,6.58,24.33,17.75
559,6.58,24.33,17.75
560,6.58,24.33,17.75
561,6.58,24.33,17.75
562,6.58,24.33,17.75
563,6.58,24.33,17.75
564,6.58,24.33,17.75
565,6.58,24.33,17.75
566,6.58,24.33,17.75
567,6.58,24.33,17.75
568,6.58,24.33,17.75
569,6.58,24.33,17.75
570,6.58,24.33,17.75
571,6.58,24.33,17.75
572,6.58,24.33,17.75
573,6.58,24.33,17.75
574,6.58,24.33,17.75
575,6.58,24.33,17.75
576,6.58,24.33,17.75
577,6.58,24.33,17.75
578,6.58,24.33,17.75
579,6.58,24.33,17.75
580,6.58,24.33,17.75
581,6.58,24.33,17.75
582,6.58,24.33,17.75
583,6.58,24.33,17.75
584,6.58,24.33,17.75
585,6.58,24.33,17.75
586,6.58,24.33,17.75
587,6.58,24.33,17.75
588,6.58,24.33,17.75
589,6.58,24.33,17.75
590,6.58,24.33,17.75
591,6.58,24.33,17.75
592,6.58,24.33,17.75
593,6.58,24.33,17.75
594,6.58,24.33,17.75
595,6.58,24.33,17.75
596,6.58,24.33,17.75
597,6.58,24.33,17.75
598,6.58,24.33,17.75
599,6.58,24.33,17.75
600,6.58,24.33,17.75
601,6.58,24.33,17.75
602,6.58,24.33,17.75
603,6.58,24.33,17.75
604,6.58,24.33,17.75
605,6.58,24.33,17.75
606,6.58,24.33,17.75
607,6.58,24.33,17.75
608,6.58,24.33,17.75
609,6.58,24.33,17.75
610,6.58,24.33,17.75
611,6.58,24.33,17.75
612,6.58,24.33,17.75
613,6.58,24.33,17.75
614,6.58,24.33,17.75
615,6.58,24.33,17.75
616,6.58,24.33,17.75
617,6.58,24.33,17.75
618,6.58,24.33,17.75
619,6.58,24.33,17.75
620,6.58,24.33,17.75
621,6.58,24.33,17.75
622,6.58,24.33,17.75
623,6.58,24.33,17.75
624,6.58,24.33,17.75
625,6.58,24.33,17.75
626,6.58,24.33,17.75
627,6.58,24.33,17.75
628,6.58,24.33,17.75
629,6.58,24.33,17.75
630,6.58,24.33,17.75
631,6.58,24.33,17.75
632,6.58,24.33,17.75
633,6.58,24.33,17.75
634,6.58,24.33,17.75
635,6.58,24.33,17.75
636,6.58,24.33,17.75
637,6.58,24.33,17.75
638,6.58,24.33,17.75
639,6.58,24.33,17.75
640,6.58,24.33,17.75
641,6.58,24.33,17.75
642,6.58,24.33,17.75
643,6.58,24.33,17.75
644,6.58,24.33,17.75
645,6.58,24.33,17.75
646,6.58,24.33,17.75
647,6.58,24.33,17.75
648,6.58,24.33,17.75
649,6.58,24.33,17.75
650,6.58,24.33,17.75
651,6.58,24.33,17.75
652,6.58,24.33,17.75
653,6.58,24.33,17.75
654,6.58,24.33,17.75
655,6.58,24.33,17.75
656,6.58,24.33,17.75
657,6.58,24.33,17.75
658,6.58,24.33,17.75
659,6.58,24.33,17.75
660,6.58,24.33,17.75
661,6.58,24.33,17.75
662,6.58,24.33,17.75
663,6.58,24.33,17.75
664,6.58,24.33,17.75
665,6.58,24.33,17.75
666,6.58,24.33,17.75
667,6.58,24.33,17.75
668,6.58,24.33,17.75
669,6.58,24.33,17.75
670,6.58,24.33,17.75
671,6.58,24.33,17.75
672,6.58,24.33,17.75
673,6.58,24.33,17.75
674,6.58,24.33,17.75
675,6.58,24.33,17.75
676,6.58,24.33,17.75
677,6.58,24.33,17.75
678,6.58,24.33,17.75
679,6.58,24.33,17.75
680,6.58,24.33,17.75
681,6.58,24.33,17.75
682,6.58,24.33,17.75
683,6.58,24.33,17.75
684,6.58,24.33,17.75
685,6.58,24.33,17.75
686,6.58,24.33,17.75
687,6.58,24.33,17.75
688,6.58,24.33,17.75
689,6.58,24.33,17.75
690,6.58,24.33,17.75
691,6.58,24.33,17.75
692,6.58,24.33,17.75
693,6.58,24.33,17.75
694,6.58,24.33,17.75
695,6.58,24.33,17.75
696,6.58,24.33,17.75
697,6.58,24.33,17.75
698,6.58,24.33,17.75
699,6.58,24.33,17.75
700,6.58,24.33,17.75
701,6.58,24.33,17.75
702,6.58,24.33,17.75
703,6.58,24.33,17.75
704,6.58,24.33,17.75
705,6.58,24.33,17.75
706,6.58,24.33,17.75
707,6.58,24.33,17.75
708,6.58,24.33,17.75
709,6.58,24.33,17.75
710,6.58,24.33,17.75
711,6.58,24.33,17.75
712,6.58,24.33,17.75
713,6.58,24.33,17.75
714,6.58,24.33,17.75
715,6.58,24.33,17.75
716,6.58,24.33,17.75
717,6.58,24.33,17.75
718,6.58,24.33,17.75
719,6.58,24.33,17.75
720,6.58,24.33,17.75
721,6.58,24.33,17.75
722,6.58,24.33,17.75
723,6.58,24.33,17.75
724,6.58,24.33,17.75
725,6.58,24.33,17.75
726,6.58,24.33,17.75
727,6.58,24.33,17.75
728,6.58,24.33,17.75
729,6.58,24.33,17.75
730,6.58,24.33,17.75
731,6.58,24.33,17.75
732,6.58,24.33,17.75
733,6.58,24.33,17.75
734,6.58,24.33,17.75
735,6.58,24.33,17.75
736,6.58,24.33,17.75
737,6.58,24.33,17.75
738,6.58,24.33,17.75
739,6.58,24.33,17.75
740,6.58,24.33,17.75
741,6.58,24.33,17.75
742,6.58,24.33,17.75
743,6.58,24.33,17.75
744,6.58,24.33,17.75
745,6.58,24.33,17.75
746,6.58,24.33,17.75
747,6.58,24.33,17.75
748,6.58,24.33,17.75
749,6.58,24.33,17.75
750,6.58,24.33,17.75
751,6.58,24.33,17.75
752,6.58,24.33,17.75
753,6.58,24.33,17.75
754,6.58,24.33,17.75
755,6.58,24.33,17.75
756,6.58,24.33,17.75
757,6.58,24.33,17.75
758,6.58,24.33,17.75
759,6.58,24.33,17.75
760,6.58,24.33,17.75
761,6.58,24.33,17.75
762,6.58,24.33,17.75
763,6.58,24.33,17.75
764,6.58,24.33,17.75
765,6.58,24.33,17.75
766,6.58,24.33,17.75
767,6.58,24.33,17.75
768,6.58,24.33,17.75
769,6.58,24.33,17.75
770,6.58,24.33,17.75
771,6.58,24.33,17.75
772,6.58,24.33,17.75
773,6.58,24.33,17.75
774,6.58,24.33,17.75
775,6.58,24.33,17.75
776,6.58,24.33,17.75
777,6.58,24.33,17.75
778,6.58,24.33,17.75
779,6.58,24.33,17.75
780,6.58,24.33,17.75
781,6.58,24.33,17.75
782,6.58,24.33,17.75
783,6.58,24.33,17.75
784,6.58,24.33,17.75
785,6.58,24.33,17.75
786,6.58,24.33,17.75
787,6.58,24.33,17.75
788,6.58,24.33,17.75
789,6.58,24.33,17.75
790,6.58,24.33,17.75
791,6.58,24.33,17.75
